--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20220304--英特集团**000411.SZ
--筹码突破  成功了--20220304--南华生物**000504.SZ
--筹码突破  成功了--20220304--贝瑞基因**000710.SZ
--筹码突破  成功了--20220304--中广核技**000881.SZ
--筹码突破  成功了--20220304--重药控股**000950.SZ
--筹码突破  成功了--20220304--天奇股份**002009.SZ
--筹码突破  成功了--20220304--悦心健康**002162.SZ
--筹码突破  成功了--20220304--北化股份**002246.SZ
--筹码突破  成功了--20220304--长江健康**002435.SZ
--筹码突破  成功了--20220304--嘉事堂**002462.SZ
--筹码突破  成功了--20220304--榕基软件**002474.SZ
--筹码突破  成功了--20220304--中坚科技--强势股票**002779.SZ
--筹码突破  成功了--20220304--赛隆药业**002898.SZ
--筹码突破  成功了--20220304--宁波联合**600051.SH
--筹码突破  成功了--20220304--长城电工**600192.SH
--筹码突破  成功了--20220304--开开实业**600272.SH
--筹码突破  成功了--20220304--昂立教育**600661.SH
--筹码突破  成功了--20220304--祥龙电业**600769.SH
--筹码突破  成功了--20220304--云煤能源**600792.SH
--筹码突破  成功了--20220304--宁波海运**600798.SH
--筹码突破  成功了--20220304--第一医药--强势股票**600833.SH
--筹码突破  成功了--20220304--江南水务--强势股票**601199.SH
--筹码突破  成功了--20220304--爱婴室**603214.SH
--筹码突破  成功了--20220304--柳药股份**603368.SH
--筹码突破  成功了--20220304--美诺华**603538.SH
--筹码突破  成功了--20220228--恒林股份**603661.SH
--筹码突破  成功了--20220304--大理药业**603963.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=4.05--周数=7--换手率,93.7--流通市值,36.6亿--,汽车整车,安凯客车**000868.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=2.68--周数=8--换手率,108.6--流通市值,51.3亿--,区域地产,津滨发展**000897.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=9.07--周数=6--换手率,184.0--流通市值,19.3亿--,食品,南宁糖业**000911.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=2.8--周数=8--换手率,177.0--流通市值,58.2亿--,区域地产,天保基建**000965.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=8.52--周数=7--换手率,62.0--流通市值,61.0亿--,化学制药,京新药业**002020.SZ
筹码突破--20220325--,化工原料,保利联合--强势股票**002037.SZ
筹码突破--20220325--,互联网,南极电商**002127.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=10.12--周数=8--换手率,95.4--流通市值,13.7亿--,纺织,宏达高科**002144.SZ
筹码突破--20220325--,农业综合,正邦科技**002157.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=8.35--周数=7--换手率,150.6--流通市值,42.5亿--,中成药,莱茵生物**002166.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.73--周数=7--换手率,54.1--流通市值,18.2亿--,纺织,如意集团**002193.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=9.27--周数=6--换手率,43.9--流通市值,60.6亿--,通信设备,武汉凡谷**002194.SZ
筹码突破--20220325--,软件服务,联络互动**002280.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.4--周数=6--换手率,63.4--流通市值,84.4亿--,房产服务,世联行**002285.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=26.01--周数=7--换手率,28.4--流通市值,139.1亿--,中成药,奇正藏药**002287.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.9--周数=7--换手率,363.8--流通市值,48.3亿--,食品,得利斯**002330.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.38--周数=9--换手率,178.2--流通市值,26.5亿--,超市连锁,人人乐**002336.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.08--周数=6--换手率,369.2--流通市值,68.0亿--,互联网,天娱数科**002354.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.4--周数=8--换手率,777.4--流通市值,34.5亿--,化学制药,亚太药业**002370.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.68--周数=7--换手率,31.9--流通市值,21.6亿--,家用电器,爱仕达**002403.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.33--周数=7--换手率,158.4--流通市值,62.8亿--,中成药,贵州百灵**002424.SZ
筹码突破--20220325--,服饰,嘉麟杰**002486.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=4.59--周数=7--换手率,295.7--流通市值,51.9亿--,造纸,顺灏股份**002565.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.95--周数=7--换手率,180.7--流通市值,24.4亿--,中成药,益盛药业**002566.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.97--周数=9--换手率,324.5--流通市值,44.4亿--,专用机械,北玻股份**002613.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.67--周数=6--换手率,72.9--流通市值,28.6亿--,电气设备,融钰集团**002622.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.1--周数=7--换手率,147.7--流通市值,19.4亿--,服饰,棒杰股份**002634.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=9.88--周数=7--换手率,257.0--流通市值,57.0亿--,中成药,佛慈制药--强势股票**002644.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=13.89--周数=8--换手率,503.6--流通市值,42.4亿--,软件服务,中科金财**002657.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=9.07--周数=8--换手率,527.8--流通市值,17.4亿--,汽车配件,跃岭股份**002725.SZ
筹码突破--20220325--,互联网,吉宏股份**002803.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=11.21--周数=9--换手率,329.6--流通市值,8.2亿--,装修装饰,名雕股份**002830.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=10.98--周数=9--换手率,59.8--流通市值,17.1亿--,农业综合,绿康生化**002868.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=11.46--周数=8--换手率,155.0--流通市值,23.1亿--,乳制品,庄园牧场**002910.SZ
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=14.13--周数=7--换手率,16.7--流通市值,149.2亿--,园区开发,中国国贸**600007.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=12.27--周数=7--换手率,45.9--流通市值,134.1亿--,化学制药,华润双鹤**600062.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.07--周数=9--换手率,66.8--流通市值,22.6亿--,园区开发,海泰发展**600082.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=14.85--周数=9--换手率,75.7--流通市值,14.0亿--,服饰,浪莎股份**600137.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.2--周数=8--换手率,183.9--流通市值,22.0亿--,综合类,廊坊发展**600149.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.28--周数=8--换手率,26.1--流通市值,56.7亿--,供气供热,安彩高科**600207.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=18.3--周数=6--换手率,128.0--流通市值,34.8亿--,汽车整车,北方股份**600262.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.69--周数=7--换手率,72.8--流通市值,26.8亿--,综合类,华阳新材**600281.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.27--周数=8--换手率,212.2--流通市值,57.5亿--,种植业,农发种业**600313.SH
筹码突破--20220325--,区域地产,华夏幸福**600340.SH
筹码突破--20220325--,化工原料,红星发展--强势股票**600367.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=2.88--周数=9--换手率,200.8--流通市值,43.1亿--,渔业,好当家**600467.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.83--周数=8--换手率,141.6--流通市值,15.9亿--,纺织,凤竹纺织**600493.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=28.05--周数=7--换手率,53.6--流通市值,153.7亿--,医药商业,国药股份**600511.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.59--周数=6--换手率,278.4--流通市值,62.2亿--,建筑工程,腾达建设**600512.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.26--周数=8--换手率,98.9--流通市值,39.7亿--,区域地产,栖霞建设**600533.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.88--周数=9--换手率,143.3--流通市值,18.6亿--,互联网,狮头股份**600539.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=4.01--周数=9--换手率,36.4--流通市值,45.2亿--,仓储物流,广汇物流**600603.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.15--周数=9--换手率,56.8--流通市值,57.3亿--,区域地产,光大嘉宝**600622.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.07--周数=7--换手率,57.1--流通市值,22.1亿--,纺织,龙头股份**600630.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=3.38--周数=8--换手率,81.4--流通市值,34.1亿--,全国地产,天地源**600665.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.34--周数=9--换手率,142.3--流通市值,11.9亿--,纺织,上海三毛**600689.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=4.51--周数=7--换手率,279.1--流通市值,38.2亿--,汽车配件,湖南天雁**600698.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=10.61--周数=6--换手率,624.9--流通市值,26.7亿--,旅游服务,曲江文旅**600706.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=27.35--周数=7--换手率,21.8--流通市值,103.6亿--,百货,重庆百货**600729.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.64--周数=7--换手率,89.1--流通市值,32.1亿--,农药化肥,湖南海利**600731.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=8.39--周数=6--换手率,31.1--流通市值,32.4亿--,商贸代理,上海物贸**600822.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=7.7--周数=6--换手率,231.1--流通市值,61.5亿--,农业综合,新五丰**600975.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=12.05--周数=7--换手率,101.2--流通市值,183.1亿--,种植业,苏垦农发**601952.SH
筹码突破--20220325--持仓量_周线开始=20211224-结束=20220318--中间值=10.49--周数=6--换手率,70.7--流通市值,169.3亿--,仓储物流,德邦股份--强势股票**603056.SH
筹码突破--20220325--,广告包装,永吉股份**603058.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=17.72--周数=7--换手率,74.2--流通市值,19.2亿--,中成药,康惠制药**603139.SH
筹码突破--20220325--,汽车配件,福达股份**603166.SH
筹码突破--20220325--,染料涂料,亚邦股份**603188.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=6.1--周数=9--换手率,303.4--流通市值,28.4亿--,汽车配件,迪生力--强势股票**603335.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=21.38--周数=8--换手率,144.7--流通市值,72.6亿--,文教休闲,沐邦高科**603398.SH
筹码突破--20220325--,小金属,吉翔股份**603399.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=19.77--周数=8--换手率,46.7--流通市值,27.6亿--,汽车配件,金鸿顺**603922.SH
筹码突破--20220325--持仓量_周线开始=20220107-结束=20220318--中间值=5.47--周数=9--换手率,82.9--流通市值,36.2亿--,出版业,读者传媒**603999.SH
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=4.44--周数=9--换手率,39.6--流通市值,61.6亿--,区域地产,深振业A**000006.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=10.96--周数=7--换手率,44.3--流通市值,59.0亿--,区域地产,深物业A**000011.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=8.62--周数=8--换手率,180.0--流通市值,19.7亿--,全国地产,沙河股份**000014.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=7.4--周数=7--换手率,21.7--流通市值,73.9亿--,区域地产,深深房A**000029.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=3.94--周数=10--换手率,51.0--流通市值,80.0亿--,全国地产,大悦城**000031.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=7.78--周数=7--换手率,197.6--流通市值,66.2亿--,房产服务,皇庭国际**000056.SZ
筹码突破--20220330--,建筑工程,北方国际**000065.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=8.61--周数=8--换手率,228.3--流通市值,22.6亿--,商贸代理,中成股份**000151.SZ
筹码突破--20220330--,电气设备,许继电气**000400.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=4.08--周数=9--换手率,173.0--流通市值,36.8亿--,区域地产,渝开发**000514.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.4--周数=7--换手率,36.1--流通市值,168.8亿--,多元金融,中天金融**000540.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=3.93--周数=8--换手率,411.6--流通市值,26.1亿--,区域地产,粤宏远A**000573.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=8.23--周数=7--换手率,140.5--流通市值,64.0亿--,区域地产,奥园美谷**000615.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=3.78--周数=8--换手率,108.0--流通市值,19.3亿--,综合类,三木集团**000632.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=20.97--周数=9--换手率,97.9--流通市值,165.1亿--,水泥,上峰水泥**000672.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.77--周数=7--换手率,217.8--流通市值,75.1亿--,区域地产,泰禾集团**000732.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=4.96--周数=10--换手率,173.5--流通市值,185.1亿--,钢加工,新兴铸管**000778.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=15.18--周数=7--换手率,126.4--流通市值,135.9亿--,其他商业,天音控股**000829.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=3.61--周数=7--换手率,144.8--流通市值,44.4亿--,区域地产,三湘印象**000863.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.69--周数=8--换手率,136.2--流通市值,51.3亿--,区域地产,津滨发展**000897.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.51--周数=8--换手率,206.9--流通市值,53.8亿--,全国地产,嘉凯城**000918.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.92--周数=8--换手率,255.7--流通市值,58.2亿--,区域地产,天保基建**000965.SZ
筹码突破--20220330--,房产服务,招商积余**001914.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=5.7--周数=9--换手率,24.4--流通市值,41.5亿--,区域地产,世荣兆业**002016.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=11.96--周数=7--换手率,126.7--流通市值,73.1亿--,其他建材,兔宝宝**002043.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=7.73--周数=7--换手率,130.6--流通市值,90.1亿--,建筑工程,中工国际**002051.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=8.55--周数=8--换手率,138.2--流通市值,61.6亿--,元器件,中钢天源**002057.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=13.02--周数=8--换手率,215.6--流通市值,69.5亿--,汽车配件,广东鸿图**002101.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=9.17--周数=7--换手率,262.4--流通市值,40.3亿--,建筑工程,中国海诚--强势股票**002116.SZ
筹码突破--20220330--,化工原料,湘潭电化--强势股票**002125.SZ
筹码突破--20220330--,全国地产,荣盛发展**002146.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=7.19--周数=7--换手率,222.3--流通市值,27.1亿--,医疗保健,创新医疗**002173.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=5.97--周数=7--换手率,74.2--流通市值,185.3亿--,区域地产,滨江集团**002244.SZ
筹码突破--20220330--,软件服务,联络互动**002280.SZ
筹码突破--20220330--持仓量_周线开始=20220114-结束=20220325--中间值=2.13--周数=8--换手率,220.8--流通市值,43.2亿--,区域地产,南国置业**002305.SZ
